DrugGEN_MOL_ID,SMILES,DOCKING_SCORE
MOL_02_008226,COc1ccccc1CC[NH2+][C@H]1CC[C@H](C(C)(C)C)CC1,-4.7
MOL_02_009443,[NH3+]C1(c2ccc(-c3nc4cc([C@H]([O-])[NH+]5CCCC5)ccn4c3-c3ccccc3)cc2)CCC1,-4.699
MOL_02_008184,[NH3+]NC[C@H](O)CC[C@H]([NH3+])C(O)O,-4.697
MOL_02_007928,CC(C)(CC(O)O)n1cc(-c2cc(Cl)cc3c2-c2ccccc2[C@]3(O)C(Cl)(Cl)Cl)cn1,-4.697
MOL_02_001625,Cc1ccc(-c2[nH+]c3c(C)cccn3c2CNOCc2cccc(Cl)c2)cc1,-4.696
MOL_02_001732,COc1ccc(-c2cc3nc(C)n(N)c([O-])c-3c2)cc1,-4.696
MOL_02_004651,CCCCN1[C@@H](O)N(c2ccc(C)cc2)[C@@](C)(O)CC1(C)C,-4.696
MOL_02_002161,Cc1c2c(n3c1C[NH2+]CCC[C@@H](C)Nc1cc-3ccc1[C@H]([NH3+])O)CC(C)(C)C[C@H]2O,-4.695
MOL_02_002904,Cc1nc(-c2cn3c(n2)-c2ccc(OC4(CC5CC5)C[NH+](C(C)C)C4)cc2OCC3)n(C(C)C)n1,-4.695
MOL_02_008974,OC(O)CC[NH2+][C@H](O)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,-4.695
MOL_02_006925,Cc1cc(CN(C)[C@H](O)c2ccc(OC3CC[NH+](Cc4ccccn4)CC3)cc2)on1,-4.694
MOL_02_004299,CCO[C@H](O)COc1ccc(N(O)O)cc1-c1ccnc2cc(-c3ccc(C)cc3)nn12,-4.694
MOL_02_009751,CCC[C@@H]1O[C@@H]2C[C@@H](O)O[C@@H]2[C@H]2[C@H]1[C@H](O)c1c(OC)cccc1[C@@H]2O,-4.694
MOL_02_006606,CC(C)COc1ccc(-c2nonc2N[C@H](O)c2ccc(Cl)cc2)cc1,-4.693
MOL_02_006117,CC(C)(C)c1ccc(Nc2nc(C[NH3+])nc(NC3CCCC3)n2)cc1,-4.693
MOL_02_005601,Cc1c(C)n(Cc2cc(O[C@H](C)C(O)O)ccc2Cl)c2ccc([C@H](O)[NH2+][C@H](C)c3ccc(C(C)(C)C)cc3)cc12,-4.693
MOL_02_004479,CCC[C@H](C(C)C)[C@H]([NH3+])O,-4.693
MOL_02_001731,CCC[C@H](O)O[C@@H]1C[C@@](C)(O[C@H](C)O)[C@@H]2[C@@H](O[C@H](O)c3ccccc3)[C@@H](O[C@H](O)[C@H](C)CC)[C@@H](C)[C@@H]2[C@@H]2O[C@@H](O)[C@@](C)(O)[C@]12O,-4.692
MOL_02_006803,Cc1ccc(CNC2=C(O)C(O)=C2NC(C)(C)C)c(C)c1,-4.692
MOL_02_008144,O=c1[nH]c2ccccc2n1C1CC[NH+](Cc2ccccc2)CC1,-4.692
MOL_02_008264,COc1cc2nc(N3CC[N@H+]([C@H]([O-])c4ccco4)[C@@H]([C@H](O)[NH2+]C(C)(C)C)C3)nc(N)c2cc1OC,-4.692
MOL_02_007222,OC(O)C(CCCCN(O)[C@H](O)COC(O)(O)O)C(O)O,-4.691
MOL_02_007527,COc1cc(N[C@H](O)[C@H](O)c2ccc3c(c2)c2ccccc2n3Cc2ccc(C)cc2)cc(OC)c1OC,-4.691
MOL_02_000366,COc1cc(CCc2ccoc2)cc(OC)c1OC,-4.689
MOL_02_006789,COc1cccc(C[NH2+]CCN2CCOCC2)c1OC,-4.689
MOL_02_000348,COc1cc([NH2+]CCCC[C@@H]2[C@@H]3CCC[N@H+]4CCC[C@@H](CN2Cc2ccc(C)cc2)[C@@H]34)cc(OC)c1OC,-4.689
MOL_02_005106,CCO[C@H](O)Oc1ccc(C[C@H](N[C@H](O)OCc2ccccc2)[C@H]([O-])[NH+]2CCN([C@H](O)OC(C)(C)C)CC2)cc1,-4.688
MOL_02_001390,C[C@H]1[C@@H](N2CC[NH+](Cc3ccc(Cl)cc3)CC2)O[C@H]2O[C@@]3(C)CC[C@@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,-4.687
MOL_02_002067,COc1ccc2c(c1)[C@]13CC[N@@H+](C)[C@H](C2)[C@@H]1[C@@H](C)[C@@H](C)[C@@H](O)C3,-4.687
MOL_02_002117,CN(OCc1ccccc1)[C@H](O)[C@H](O)[NH2+][C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3,-4.687
MOL_02_000686,C[C@H](O)O[C@H]1CC[C@H]([NH2+][C@H](O)N(CCCl)[NH2+][O-])CC1,-4.686
MOL_02_002721,[NH3+][C@H](O)c1cc2n(n1)[C@@H](C(Cl)(Cl)Cl)C[C@@H](c1ccco1)N2,-4.686
MOL_02_008077,Cc1ccccc1Cn1cc(Cn2cc[nH+]c2)c2ccccc21,-4.686
MOL_02_007214,CCn1c(N[C@H]2CC[C@H](C(O)O)CC2)nc2cccc-2c1[O-],-4.685
MOL_02_007845,CC[C@H](C)c1c(OCCC2CC2)c2cc(Cl)ccc2[nH]c1=O,-4.685
MOL_02_000272,CC(C)(C)c1cc(N[C@H](O)[C@@]2(C)CCCN2c2ccc(C(Cl)(Cl)Cl)cc2)no1,-4.684
MOL_02_002920,CCN(CC)c1ccccc1,-4.683
MOL_02_008863,CCO[C@H](O)N1CCC(C)(C[NH+]2CCC3(CC2)CN(C(C)(O)O)c2ncccc23)CC1,-4.683
MOL_02_009044,COc1ccc(N[C@H](O)NC2CC[NH+](Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)c(C)c1,-4.683
MOL_02_005066,Cc1ccc(-c2nnn(C[C@H](O)N(Cc3ccco3)[C@H](c3ccc(C)o3)[C@H](O)NC(C)(C)C)n2)o1,-4.682
MOL_02_003114,CCCCO[C@H](O)[C@@H]1C[N@H+](CC)CC[C@H]1c1ccccc1,-4.68
MOL_02_003348,Cc1ccc2c(c1)[C@@H](c1ccccc1)[NH2+]Cc1nnc(N3CCCC3)n1-2,-4.68
MOL_02_005903,OC(O)CCCN1[C@H](O)[C@H]2[C@H]3c4ccccc4[C@H](c4ccccc43)[C@H]2[C@@H]1O,-4.68
MOL_02_007950,COc1ccc([C@H](CN[C@H](O)c2cccc(C(O)(O)NCc3ccccc3)c2)N2CCOCC2)cc1,-4.68
MOL_02_008732,COc1ccc(-c2ccc3c(N4CCOC[C@H]4C)nc(N4CCC(Cc5ccccc5)CC4)nc3n2)cc1CO,-4.679
MOL_02_004495,Cc1cc(C)nc(CC[C@H](O)c2ccc(C)c(C)c2)n1,-4.679
MOL_02_005634,c1ccc(N[C@@H](N(CC[NH+]2CCCCC2)c2ccccc2)[NH+]2CCCCC2)cc1,-4.678
MOL_02_008190,Cc1c([C@H](O)N2CCCCC2)c(C(O)(O)NCCc2ccc(C(N)(O)O)cc2)c(C)n1C,-4.678
MOL_02_002282,COc1ccc(Nc2nc3c(N)cc(C(Cl)(Cl)Cl)cc3nc2-c2ccccc2)cc1,-4.677
MOL_02_008016,CC[C@@H]1[C@@H]2CC[C@@H]3[C@H]([C@H]2[C@@]2(Cc4ccccc4)[C@@H]([O-])[N@@H+](Cc4ccccc4)[C@@H]([O-])[N@H+]2[C@H]1O)[C@@H](O)N(CC)[C@H]3O,-4.676
MOL_02_002042,C[C@@]1(c2ccccc2O)O[C@@H]2N3[C@@H]1O[C@@](C)(c1ccccc1O)[C@H]3O[C@]2(C)c1ccccc1O,-4.675
MOL_02_000304,CC(O)(O)N1CCN(CC2CC2)c2[nH+]cccc2C1,-4.674
MOL_02_007479,COCC1CCN(c2c(C(O)(O)c3ccc(Cl)cc3)c[nH+]c3cc(Cl)ccc23)CC1,-4.674
MOL_02_008234,c1ccc(Oc2ccc3c(c2)-c2ncc4c(c2=N3)=c2ccccc2=N4)cc1,-4.672
MOL_02_007014,CC[C@H](O)N(c1ccccc1)C1(COC)CC[NH+](CCN2c3ccccc3C3(CC3)[C@H]2O)CC1,-4.672
MOL_02_005257,Cc1cnn(CC[C@H](O)[N@@H+]2CCC[C@@H](c3nc(C)no3)C2)c1,-4.672
MOL_02_003842,Cc1ccc(O)c2c1C1(CC[NH+](CC(C)(C)C)CC1)CN2c1ccccc1N[C@H](O)Nc1ccc(OC(Cl)(Cl)Cl)cc1,-4.672
MOL_02_006445,CCOCc1ccc(N(C[C@H](O)Cn2c3ccc(Cl)cc3c3cc(Cl)ccc32)C(C)(O)O)cc1,-4.671
MOL_02_001745,Cc1cc(-c2nc(-c3ccc(OC(Cl)Cl)c(Cl)c3)n3c2CCO[C@@H](C)C3)cc(C)n1,-4.67
MOL_02_001807,CC(C)CCNc1ccc([C@H](O)c2ccccc2)c2c1OCC(c1ccccc1)(c1ccccc1)N2,-4.669
MOL_02_001899,CCO[C@H](O)C[C@@H]1CCCC[N@H+]1[C@H]([O-])c1ccc2nc(CCOC)oc2c1,-4.669
MOL_02_006467,Cc1ccc2cc(CC(O)O)c(C)c(-c3ccc(C(O)(O)N4CCCCC4)cc3)c2c1,-4.669
MOL_02_001754,CN(CCc1cccc(N)c1)CC[NH+]1CCCC1,-4.668
MOL_02_003429,C[C@H](c1ccc(Cl)cc1)[N@@H+](Cc1cccc(C(O)O)c1)[C@H]([O-])c1cn2ccccc2n1,-4.668
MOL_02_008262,COc1cc(-c2nc3c(c(C)nn3-c3ccccc3)c3cc(OC)c(OC)cc23)ccc1O,-4.667
MOL_02_006614,CC(C)CCCC[N@@H+]1CCC[C@H]1O,-4.667
MOL_02_000861,CC1(C)Cc2cccc(Oc3ccc(C(O)(O)N4CCCC4)cn3)c2O1,-4.666
MOL_02_001508,Cc1ccc(C(O)(O)N2CCN(Cc3ccccc3)[C@@H](O)[C@H]2CC(C)C)cc1,-4.666
MOL_02_003322,C[C@H]([C@H](O)[NH2+]CCC[C@H]([NH3+])C(O)O)[C@@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C,-4.666
MOL_02_004442,COc1cc(CC[C@H](O)OCCCCCCON(O)O)ccc1OCCCCCCON(O)O,-4.665
MOL_02_005868,CCCCC[C@@](C)(O)CC[C@H]1[C@@H]2CCCCCC[C@H](O)O[C@H]2C[C@@H]1O,-4.665
MOL_02_009408,[NH3+]C1(c2ccc(-c3nnc4n3-c3cccnc3Nc3ccc(Cl)cc3-4)cc2)CCC1,-4.665
MOL_02_007292,COc1ccc([C@@]2(C)Cc3cc(OCC(O)O)c(C)c(C)c3[C@H]2O)cc1,-4.664
MOL_02_002225,CCc1ccc(N[C@H](O)c2cccc(CN3CCC[N@H+](CC4CCCCC4)CC3)c2)cc1,-4.663
MOL_02_008806,Cc1ccc(Oc2c(Cl)cccc2OC[C@@H]2CCC[NH2+]2)cc1,-4.661
MOL_02_002468,Oc1ccc2c(c1)[C@@H](O)c1c-2c(-c2ccc(OCC[NH+]3CCCCC3)cc2)nc2ccccc12,-4.66
MOL_02_002673,Cn1nc(C(Cl)(Cl)Cl)cc1-c1ncc(NCc2c(Cl)cccc2Cl)cc1Cl,-4.66
MOL_02_008835,Clc1cccc(-c2ccc(Cc3ccncc3)cc2)c1,-4.66
MOL_02_006536,Cc1nc(Nc2ccc(C(Cl)(Cl)Cl)nc2)c(C)c(C)c1O,-4.659
MOL_02_003773,Cc1cc2oc([C@H]([O-])[N@H+](Cc3ccc(N(C)C)cc3)Cc3ccco3)c(C)c2cc1C,-4.658
MOL_02_007260,Cc1ccc(C)c([C@H]([O-])[NH+]2CCC3(CC2)OCCO3)c1,-4.658
MOL_02_008154,CC(C)CC[C@@H]1[C@@H](O)[C@@H]([C@H](O)CC(C)C)[C@@H](O)[C@@](O)(CCC(C)C)[C@H]1O,-4.657
MOL_02_007726,Cc1ccc(-c2nc3cc(N(O)O)ccc3o2)cc1,-4.657
MOL_02_002571,Cc1ccc[nH+]c1N1CCN([C@H](O)Oc2cccc(C(Cl)(Cl)Cl)c2)CC1,-4.657
MOL_02_006883,CCCCCCC[N@@H+]1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@H]2C,-4.657
MOL_02_000517,CC[NH+](CC)CCN[C@H](O)c1ccc(N[C@H](O)c2cc(-c3ccco3)nc3ccccc23)cc1,-4.656
MOL_02_000825,[NH3+]C1(c2ccc(-c3nc4cc(CO)ccn4c3-c3ccccc3)cc2)CCC1,-4.656
MOL_02_004272,COc1ccc(C(O)O)c(Cc2ccco2)c1,-4.656
MOL_02_008025,COc1cc(C[N@@H+]2[C@@H](c3c(OC)cccc3OC)C[C@@H](C)[C@H]2[O-])ccc1OC(Cl)Cl,-4.656
MOL_02_002194,CC[NH+](CC)CCCCCOc1ccc([C@H](O)CCc2ccccc2)cc1,-4.655
MOL_02_008580,Nc1nnc(Cc2ccccc2Oc2ccccc2)o1,-4.654
MOL_02_009821,CC(C)n1cc([C@H](O)c2cncc(N[C@@H]3COC[C@H]3c3ccc(Cl)cc3)n2)c2c(N)ncnc21,-4.652
MOL_02_008606,CC[C@H](O)N(c1ccccc1)C1([C@H](O)OC)CC[NH+](CCn2cccc2CO)CC1,-4.652
MOL_02_006413,Cc1c(C[C@H](O)OCCCO)cc(-c2ccc(C(C)(O)O)cc2)n1-c1ccccc1,-4.652
MOL_02_000479,Cc1cc([C@H]([O-])[NH+]2CCC(CCn3cccn3)CC2)c(C)o1,-4.652
MOL_02_005814,O=c1c([C@H](O)OC2CCCCC2)c[nH]c2cc(Oc3ccccc3)ccc12,-4.65
MOL_02_003681,ClC(Cl)(Cl)c1ccc2c(c1)N[C@@H](c1ccccc1)CC2,-4.648
MOL_02_004992,Cc1ccc(N[C@H](C)O)cc1C(O)(O)N(c1ccc([C@@](C)(O)C(Cl)(Cl)Cl)cc1)C(C)C,-4.648
MOL_02_007495,Cc1cc(-c2cnc(N3CC[NH2+][C@@H](O)C3)nc2-c2cccnc2C)on1,-4.648
MOL_02_008917,CCC(O)(O)N(C)[C@@H]1c2cc(OCc3ccccc3)ccc2OC(C)(C)[C@H]1O,-4.647
MOL_02_009877,Oc1ccc([C@@H]2O[C@@H]3C[C@@H](O)O[C@@H]3[C@H]3[C@H]2[C@H](O)c2ccccc2[C@@H]3O)cc1,-4.646
MOL_02_006718,CC(C)[N@H+]1CCC[C@]2(CC[N@@H+]([C@H]([O-])COCC(Cl)(Cl)C(Cl)Cl)C2)[C@H]1[O-],-4.646
MOL_02_002183,CC[NH+](CC)Cc1cc(-c2ccccc2Cl)n2c1cnc1cc(C)ccc12,-4.646
MOL_02_002923,CC1(C)C[C@@H]2C[C@@](C)(C[N@@H+]2[C@H]([O-])c2cc(-c3ccccc3O)on2)C1,-4.646
MOL_02_004223,[NH3+][C@H](C(O)O)[C@@H]1C[C@H]1C(O)O,-4.645
MOL_02_005355,C[NH2+][C@H](O)c1c(-c2ccc(Cl)cc2)oc2cc(N(C)C(C)(O)O)c(-c3ccc4c(n3)-c3c(C)c5ccccc5n3CC4)cc12,-4.643
MOL_02_008197,OC1c2ccccc2N(Cc2ccccc2)c2ccccc21,-4.643
MOL_02_005725,CCC[NH2+][C@H](O)[C@H](C)[NH2+][C@H](C)O,-4.642
MOL_02_008883,CCCCC[C@H](O)N1C[C@@H]([NH2+][C@H](O)CCCC)[C@H]1O,-4.641
MOL_02_000178,c1ccc(C2OOC3(CCCCCC3)OO2)cc1,-4.64
MOL_02_000130,CCCn1c(CC[C@H](O)Nc2ccccc2C)n[nH]c1=O,-4.64
MOL_02_006233,Cc1cc(Nc2ncc(C)c(Nc3cn(C)nc3C(O)(O)C(C)C)n2)c(OC2CC2)cc1C1CC[NH2+]CC1,-4.639
MOL_02_000617,Cc1cc(C)c(Nc2cc(Cl)cc(Cl)c2)c(C)c1,-4.638
MOL_02_007609,COc1cc2[nH+]c(N3CCCC3)nc(NCCCCC[NH+]3CCN([C@H](O)OC(C)(C)C)CC3)c2cc1OC,-4.637
MOL_02_001722,Cc1cc(Cl)ccc1-c1cc([C@@H]2C[C@@H](O)[NH2+][C@H]2CO)ncc1N(C)[C@H](O)C(C)(C)c1cc(C(Cl)(Cl)Cl)cc(C(Cl)(Cl)Cl)c1,-4.634
MOL_02_004391,COc1ccc2c(c1)CNc1c(ncnc1Oc1ccc(N[C@H](O)C3([C@H](O)Nc4ccc(Cl)cc4)CC3)cc1)N2,-4.634
MOL_02_005214,COc1ccc(Oc2ccc(N[C@@H]3C[C@H]4CC[C@@H](C3)[N@H+]4Cc3ccc(C(O)O)cc3)cc2)cc1,-4.634
MOL_02_006931,COc1ccc(CCc2cc(OC)cc(OC)c2CC[C@H](O)CCc2cc(OC)ccc2OC)cc1,-4.634
MOL_02_007168,Cc1cc(C)c(OCCCC[NH+]2CCOCC2)c(C)c1,-4.633
MOL_02_007545,CCc1cc(C)c(N[C@H](O)c2ccc(NC(C)C)[nH+]c2)cc1[C@H]([O-])[NH+]1CCC(Cl)(c2ccc(C[NH3+])cc2)CC1,-4.633
MOL_02_005308,CCc1noc(CN2CC[NH+]([C@H]([O-])c3ccccn3)CC2)n1,-4.631
MOL_02_002142,Cc1cccc(Nc2ccc(CN3CCO[C@@H](c4ccccc4)C3)cn2)c1,-4.631
MOL_02_000407,COc1cccc([C@H](O)N[C@@H]2C[C@H]3CC[C@@H](C2)[N@H+]3Cc2ccco2)c1OC,-4.63
MOL_02_004978,Cc1ccc(C(O)(O)N2CCCCCC[N@H+]([C@]([O-])(O)c3ccc(C)cc3)CCCN(C(O)(O)c3ccc(C)cc3)CC2)cc1,-4.63
MOL_02_005104,C[C@@H]1Nc2c(cc(NN)n2-c2ccccc2)[C@@H](O)N2[C@@H](O)[C@@H]3[C@H]4c5ccccc5[C@H](c5ccccc54)[C@@H]3[C@@H](O)N12,-4.629
MOL_02_005926,CC(C)c1nn(-c2ccc([C@H]([NH3+])O)c(NCC[NH+]3CCCC3)c2)c2nccc(-c3cnc4ccccc4c3)c12,-4.629
MOL_02_002861,CC(C)c1nccc2c3ccccc3n(CCCCCCCCCCn3c4ccccc4c4cc[nH+]c(C(C)C)c43)c12,-4.628
MOL_02_007004,c1ccc(CC[NH+]2[C@H]3CC[C@@H]2CC3)cc1,-4.628
MOL_02_008758,Cc1cccc(CN2CC[C@@H]3[C@H]2CC[N@H+]3[C@H]([O-])c2cnn(C)c2)n1,-4.628
MOL_02_002948,Cc1ccc(C[NH2+][C@H]([O-])c2cn(C)c3cc(C[N@H+](C)[C@H](CO)Cc4ccccc4)cc-3c2[O-])cc1,-4.627
MOL_02_006224,CC[C@@H]1O[C@@H](O)C[C@@H](O)[C@@H](C)[C@@H](O[C@@H]2O[C@@H](C)C[C@@H]([NH+](C)C)[C@H]2O)[C@@H](CCO)C[C@@H](C)[C@@H](O)CC[C@@]2(C)O[C@@H]2[C@H]1C,-4.627
MOL_02_000766,CCCNc1ccc(-c2cnnc3cc(OC)c(OC)cc23)c[nH+]1,-4.626
MOL_02_000458,CCCC[C@H](CC)[C@H](O)CC[C@@H]1CC[C@@H](O)[C@H]1CCCCCCC(O)O,-4.625
MOL_02_005643,COc1cc(OC)c(CC[C@H](O)c2c(OC)cccc2OC)c(OC)c1,-4.624
MOL_02_008919,CCCCC[C@H](O)CC[C@H]1[C@H](CCCCCCC(O)O)[C@H](O)C[C@@H]1O,-4.623
MOL_02_001124,COc1cc2[nH+]c(N3CC[N@@H+]([C@H]([O-])[C@@H]4COc5ccccc5O4)[C@H]4CCCC[C@@H]43)nc(N)c2cc1OC,-4.622
MOL_02_001168,C[N@H+]1[C@@H]2CC[C@H]1C[C@H]([NH2+][C@H]([O-])N1CC(C)(C)c3ccccc31)C2,-4.622
MOL_02_002467,CCC[C@@H]1CC[C@@H](Oc2ccc(Cl)cc2C)[C@@H](CO)O1,-4.62
MOL_02_002268,CCCC[C@H](O)CCCCCCCCCCCOc1ccc(C(O)O)cc1,-4.618
MOL_02_005955,CCO[C@H](O)Nc1ccc(Nc2ncnc3cc(OCCN4CCOCC4)c(OC)cc23)cc1C,-4.618
MOL_02_001995,O[C@H](CCCCc1ccccc1)CCc1ccccc1,-4.618
MOL_02_004914,CC1(C)CCC[C@@]2(C)[C@@H]1CC[C@]1(C)Oc3cc(O)c(O)cc3[C@@H](C[NH3+])[C@H]21,-4.617
MOL_02_000408,CCCN1CC[NH+]([C@H](O)CN2c3ccccc3C(O)(O)C(C)(C)C[C@H]2O)CC1,-4.616
MOL_02_007388,CCCC[C@H](O)[N@H+](CCO)CCCc1ccccc1,-4.616
MOL_02_001089,CCC[NH+](CCC)[C@@H]1C[C@H]1c1ccccc1O,-4.615
MOL_02_002179,C[C@H](c1ccc(Cl)cc1)n1nc(-c2ccc(Cl)cc2)c2c1CC[N@H+]([C@H]([O-])N1CCOCC1)C2,-4.614
MOL_02_003651,CC[N@H+]1N[C@@H]2[C@@H](Cc3ccccc3)C[N@@H+](C)C[C@@H]2[C@H]1c1ccccc1,-4.614
MOL_02_003740,CCO[C@@H](O)[C@@H]1[C@H](C)N[C@@H](C[C@@H](Cc2ccc(OC)cc2)[C@@H](O)OCC)[NH2+][C@@H]1c1ccccc1,-4.614
MOL_02_001885,COc1cc(C(Cl)(Cl)Cl)ccc1-c1[nH+]ccc2cc(C(O)(O)Nc3cc[nH+]cn3)ccc12,-4.613
MOL_02_006570,COCCO[C@H](O)[C@H]1[C@H](c2cccnc2)c2ccc(O)cc2O[C@@H]1N,-4.611
MOL_02_000209,COc1cc([C@@H]2c3cc4c(cc3[C@@H](OCC[NH3+])[C@@H]3CO[C@@H](O)[C@H]23)OCO4)cc(OC)c1O,-4.61
MOL_02_004348,COc1ccc([C@@H]2[C@@H]([C@H](C)O)[C@@H](O)[C@@H]([O-])[N@H+]2CCc2ccccc2)c(OC)c1,-4.609
MOL_02_006468,CC[C@H](O)O[C@@H]1C[C@H]2CCC[C@@H]1[N@@H+]2C,-4.608
MOL_02_001325,CC(C)(C)[NH2+][C@H](O)[C@H](c1ccccn1)N(c1ccc(C(C)(C)C)cc1)[C@H](O)c1cccnc1,-4.607
MOL_02_004112,Cc1ccc(Oc2ccc(-c3c(C)[nH]c(C)c(C)c3=O)cc2)cc1C,-4.607
MOL_02_008072,C[C@@H]1[C@H]2CC[C@@H](C)[C@H]3CC[C@]4(C)OO[C@]23[C@@H](O[C@@H]1[NH+]1CCN(c2ccc(C(Cl)(Cl)Cl)cc2)CC1)O4,-4.606
MOL_02_004450,Cc1cc(-c2cncnc2)nnc1N1CCN(c2ncccn2)CC1,-4.606
MOL_02_003781,Cc1ccc([C@H](NC2=C(O)C(O)=C2Nc2cccc([C@H]([O-])[N@H+](C)CC(Cl)(Cl)Cl)c2O)C2(C)COC2)o1,-4.606
MOL_02_007596,C[C@H]1[C@@H]2CC[C@@]3(C)[C@@H](O)CC[C@]34C[C@@](O)(OO4)[C@H]2O[C@@H]1O,-4.606
MOL_02_001349,C[C@@H]1C[C@]23CC[C@@H](O)[C@@](C)(CC[C@H](O)[N-]C4=C(O)CC=C(C(O)O)C4=[OH+])[C@H]2C[C@H]1[C@@H](O)C3,-4.606
MOL_02_001150,Cc1ccc2c(c1)[C@@H]([NH2+]CCN(C)C)Nc1cccnc1N2,-4.606
MOL_02_002043,CCNc1nc(-c2ccccc2)nc(C(C)(C)C)n1,-4.606
MOL_02_003513,ON[C@@H]1CCO[C@H]1O,-4.605
MOL_02_005442,CN(Cc1ccc(OC(Cl)Cl)cc1)[C@H](O)c1ccc2nccnc2c1,-4.605
MOL_02_005935,C[C@H]([NH2+]N[C@H](O)[C@@H]1C[C@H]1c1ccc(C(C)(C)C)cc1)c1ccc(Cl)cc1,-4.605
MOL_02_007274,CO[C@H](O)[C@H](C(C)C)[N@H+](Cc1ccccc1)[C@@]([O-])(O)CC[NH+]1CCN(c2ccccc2)CC1,-4.603
MOL_02_000308,Cc1cc(NCCO)nc(-c2ccc(Cl)cc2)n1,-4.602
MOL_02_004910,CC(C)Cc1ccc([C@H](C)c2[nH+]c3cc(OCc4ccc(C(C)(C)C)cc4)ccc3n2Cc2ccccc2C(Cl)(Cl)Cl)cc1,-4.601
MOL_02_009262,Nc1ccc([C@@H]2O[C@@H]3C[C@@H](O)O[C@@H]3[C@H]3[C@H]2[C@H](O)c2ccccc2[C@@H]3O)cc1,-4.6
MOL_02_003958,C[C@@H]1CCC[C@@H](C)[NH+]1CCc1cccc([C@H](O)c2ccccc2)c1,-4.6
MOL_02_004937,CCCC[C@@H]1CN([C@H](O)c2c(Oc3c(C)cccc3C)n(-c3ccccc3)c3cccnc23)CC[NH2+]1,-4.6
MOL_02_003857,O[C@H](C1CCC(O)(O)CC1)[N@@H+]1CCN(c2nc(C(Cl)(Cl)Cl)co2)C[C@H]1c1ccccc1Cl,-4.6
MOL_02_001734,COc1ccc(Oc2cccc([C@H](O)OC)c2)cc1,-4.6
MOL_02_000511,CCC[C@H](O)c1cnn(-c2ccc(N[C@H](O)c3cn(C[C@H]([O-])[NH+]4CC[NH+](CCOC)CC4)c4ccc(C)cc34)cc2)c1C,-4.598
MOL_02_001495,CCC(O)(O)c1ccc2oc(Nc3ccc(N4C[C@@H](C)O[C@@H](C)C4)c(Cl)c3)nc2c1,-4.598
MOL_02_004155,O[C@H](CCC(c1ccccc1)c1ccccc1)[NH2+]CCCc1ccccc1,-4.598
MOL_02_007243,Cc1cc(Cl)ccc1-c1noc(CCCOc2cnc(C(C)(C)C)nc2)n1,-4.598
MOL_02_008447,CO[C@H](O)NC1CN(c2ncnn3c(C)nc(-c4cnn(C)c4-c4ccc(C)cc4)c23)C1,-4.597
MOL_02_008375,CN(c1cc(C(Cl)(Cl)Cl)cc(C(Cl)(Cl)Cl)c1)[C@H](O)N(C)[C@@H]1CC[N@@H+](C2CCC(O)(O)CC2)C[C@H]1c1ccc(Cl)cc1,-4.597
MOL_02_004224,COc1cc([C@H](O)CCc2ccccc2-c2ccc(Cl)cc2)ccc1O,-4.597
MOL_02_004456,C[C@H](O)O[C@@H]1Cc2ccccc2O[C@H]1c1ccc(O)cc1,-4.597
MOL_02_004788,CCn1nc(C)cc1[C@H]([O-])[N@@H+](C)[C@@H]1CCCN(Cc2ccccc2Cl)C1,-4.596
MOL_02_008895,CC(C)COc1ccc(C[C@H](O)Nc2ccc(N3C[C@@H]([NH3+])[C@@H](c4cc(Cl)ccc4Cl)C3)nc2)cc1,-4.596
MOL_02_004850,COc1ccc2c(c1)c(C[C@H](O)OC13C[C@H]4C[C@@H](C1)C[C@@H](C3)C4)c(C)n2[C@H](O)c1ccc(C)cc1,-4.595
MOL_02_003679,C[C@H](O)[N@@H+]1CC[C@@](C)(c2ccccc2)[C@@H]2C[C@@H](N[C@H](O)OC3CCCC3)CC[C@H]21,-4.594
MOL_02_004866,C[C@H](c1ccco1)N(c1cccc[nH+]1)[C@H](O)c1ccc([C@@]([O-])(O)[NH+]2CCCCC2)cc1,-4.594
MOL_02_005280,CCN1CC[NH+](Cc2ccc(C[NH2+][C@@H]3c4cc5c(cc4[C@@H](c4cc(OC)c(O)c(OC)c4)[C@@H]4[C@H]3CO[C@@H]4O)OCO5)o2)CC1,-4.593
MOL_02_006132,CCCCCCCCCC[C@H](C)[C@H](O)Nc1cc(C)cc(C)c1,-4.592
MOL_02_002457,COc1ccc2c(c1)CCc1c-2cc(-c2ccccc2)n1-c1ccc(O)c(C(O)O)c1,-4.591
MOL_02_007679,CN1c2nc(-c3ccccc3)c(-c3ccc(N(O)O)cc3)nc2[C@@H]([NH3+])NC1(O)O,-4.591
MOL_02_000553,Cc1cc(C)nc(CC[C@H](O)N[NH2+]Cc2cccnc2)n1,-4.591
MOL_02_005395,C[C@H]([NH3+])NN[C@@H]1CC2(CCCCCC2)Oc2ccc(O)cc21,-4.59
