DrugGEN-NoTarget_MOL_ID,SMILES
MOL_03_005195,N#Cc1ccc(C(O)OCC(O)N2CCCC2)cc1
MOL_03_004342,OC(Nc1cccnc1)N1CC(CCCc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)C1
MOL_03_004358,CC(C)(C)OC(O)NCCCC(N)(C(F)F)C(O)OCCCNc1nc(N)nc(N)n1
MOL_03_000434,Cc1ccc(C(O)N2CCOC3C(OCc4ccccn4)CCC32)o1
MOL_03_005120,CC1CN(C(O)CCC(O)NCCCc2ccccc2)c2ccccc2O1
MOL_03_001267,Nc1nc(C(O)N2CCN(c3ccncc3)CC2)cn2nc(-c3ccco3)nc12
MOL_03_004482,CCCCCCOC(O)C1(C)OC1c1ccccc1
MOL_03_001236,COc1cccc(NCc2nnc3n2CCCCC3)c1
MOL_03_002081,CC(O)NC(CCCCN)C(O)NC(Cc1ccccc1)C(N)O
MOL_03_004375,CCCCCCCCCCCOC(O)CCCC(O)NC(CCCC(N)C(O)O)C(O)O
MOL_03_000152,CCOC(O)C1C(C)NC2CC(c3ccc(Cl)cc3)CC(O)C2C1c1cc(F)ccc1F
MOL_03_002112,Cc1ccc(-c2nnc(SCC(O)Nc3ccccc3F)o2)cc1
MOL_03_004803,Nc1nc(N)c2c(n1)CCC(S(O)(O)c1ccc3ccccc3c1)C2
MOL_03_001171,CCO[PH](O)(c1ccccc1)C1(O)CCCCC1
MOL_03_002547,CNC(c1ccccc1)C(O)N1CCCC1C(O)NC(CCCNC(N)N)C(O)c1nc2ccccc2s1
MOL_03_003168,CNC1SC(Cc2ccc(OCC(O)OC)c(OC)c2)C(O)N1C
MOL_03_009132,CCC(O)Nc1ccc(C(O)O)nc1
MOL_03_001408,ON(O)c1cccc(S(O)(O)NCCNS(O)(O)c2cccc(N(O)O)c2)c1
MOL_03_003494,NC(O)C(CO)NCc1ccc(OCc2ccc(N(O)O)cc2)cc1
MOL_03_004403,CCc1nnc(NC(O)c2ccc3nc(CC)c(CC)nc3c2)s1
MOL_03_000370,CC(OC1CN2C(CC(C)(O)C2O)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
MOL_03_002683,FC(F)(F)C1CN(c2nc(-c3ccccc3)cs2)CCO1
MOL_03_009562,CCO[PH]1(O)NC(C2C(O)C(C(C)(C)C)N(Cc3cnn(C)c3)C2O)Nc2ccc(NS(C)(O)O)cc21
MOL_03_008639,OC(NC(Cc1ccco1)C(O)N1CCOCC1)c1ccccc1Cl
MOL_03_009518,OC(Nc1ccccc1)c1cc(S(O)(O)N2CCCCC2)c(Cl)cc1Cl
MOL_03_008764,CS(O)(O)N(CCCl)N(C(O)NCCCl)S(C)(O)O
MOL_03_008579,OC(O)c1cc(-c2ccc(Cl)c(F)c2)ncn1
MOL_03_005747,CCn1ccc(C(O)Nc2nc(C(C)(C)C)cs2)n1
MOL_03_006935,COc1cccc(OC)c1-c1nc(C(O)NC(CC(C)C)C(O)O)cn1-c1ccncc1
MOL_03_005432,CC(NNC(S)N(C)C)c1ccccn1
MOL_03_003163,Cc1ccc(OC2CCN(C(O)c3cc4c(cc3C)nc(O)c3cnn(C5CCN(C)CC5)c34)CC2)nc1
MOL_03_009157,CC(C)CCNC(O)C1CC(O)N(CCc2ccccc2)C1
MOL_03_008929,CC1CCCC(N2CCC(c3c(F)ccc(Cl)c3F)CC2O)c2cc(ccn2)-c2cc(I)c(N)cc2NC1O
MOL_03_006203,CC1CC(C)(C)N(C(C#N)c2ccc(F)cc2)N1
MOL_03_000881,Cc1ccccc1C(O)NNC(O)C12CC3CC(CC(C3)C1)C2
MOL_03_003500,CCOC(Cc1cccc2c1ccn2CCc1nc(-c2ccccc2)oc1C)C(O)O
MOL_03_002952,COc1ccc2c(c1)C1C(CO2)C(c2ccccc2)C2(C)C(O)Nc3cc(F)c(F)cc3C(O)N12
MOL_03_006738,Oc1noc(C2CCNCC2)c1CCc1ccc2ccccc2c1
MOL_03_004778,COc1ccc(-n2nc(OC(C)C)c(Oc3c(F)cccc3F)c2C)nc1
MOL_03_006428,COCc1ccsc1CC1Oc2ccc(O)c(OC)c2-c2ccc3c(c21)C(C)CC(C)(C)N3
MOL_03_004502,OC(COc1ccc(Cl)cc1Cl)N(Cc1ccccn1)c1nc2ccccc2s1
MOL_03_005384,CC(C(N)O)S(O)(O)Cc1cc(Cl)c2c(c1)OCO2
MOL_03_002306,COc1cc(CN2CCCCC2)cc2nc(O)c3c(c12)NCCC3
MOL_03_003901,ONC1CCOC1O
MOL_03_005829,CC(C)CCCC(C)CCCC(C)CCN(O)CC(O)O
MOL_03_004248,COc1cc(NC(O)CCC(O)O)cc(C(N)O)c1
MOL_03_001243,Cc1c(C(O)c2cccc3ccccc23)c2cccc3c2n1C(CN1CCOCC1)CO3
MOL_03_007475,NC(N)Nc1nc(C(O)Nc2nc3ccc(-c4ccccc4)cc3s2)cs1
MOL_03_008873,CN1CCCC1CCNC(O)c1cc(Cl)cc2c1OC1CCCCC21
MOL_03_009832,COc1ccccc1N1CCN(Cc2coc(-c3ccc(F)cc3)n2)CC1
MOL_03_009171,CCCCOC(O)CC(CCC)CNC(CC)C(N)O
MOL_03_008847,COc1ccc(-c2cc(C(O)N(C)Cc3ccccc3)c3ccccc3n2)cc1
MOL_03_009593,OC(c1ccc(F)cc1Cl)N1CCC(Nc2cccnn2)CC1
MOL_03_003055,Cc1nc(Cl)nc(Nc2ccc(Cl)c(OCCC(C)C)c2)n1
MOL_03_006914,CCC1OC(O)CC(O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(CCO)CC(C)C(O)CCC2(C)OC2C1C
MOL_03_007505,Cc1ccccc1COCC(C#N)NC(O)C(CC1CCCCC1)NC(O)N1CCOCC1
MOL_03_009590,CCOc1ccc2nc(NC(O)Cc3ccc(OC)cc3)sc2c1
MOL_03_007982,COC1CCCN(c2nc(C)nc3c2CCN(Cc2ccco2)CC3)C1
MOL_03_006025,COc1cc(Cn2cnc3c(Cl)nc(N)nc32)c(Cl)c(OC)c1OC
MOL_03_002552,CCCOc1ccc(CNC2CCCc3c2cnn3CC)cc1OC
MOL_03_002038,CCOC(O)CCC1CN(Cc2ccc(Cl)cc2)C(Nc2ccc(OC(C)C)c(Cl)c2)NC1O
MOL_03_006227,OC(CNC(O)c1sccc1OC(F)F)c1ccsc1
MOL_03_002822,FC(F)(F)c1ccc2sc(-c3cccc(NC(S)Nc4ccc(Cl)cc4)c3)nc2c1
MOL_03_009642,CCOC(O)c1nc(NC(O)c2ccc(C)cc2)nc2nn(C)cc12
MOL_03_007818,CN(CCc1cccs1)C1CCCCC1N(C)C(O)Cc1cccc2sccc12
MOL_03_004311,COc1ccc(N(C(O)c2ccco2)C(c2ccc(N(C)C)cc2)C(O)NC2CCCC2)cc1
MOL_03_001107,OC(NC(Cc1cccc(N(O)O)c1)C(O)N1CCCCC1)c1cccs1
MOL_03_005196,N#Cc1ccc2cc(C(O)NCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)sc2c1
MOL_03_003441,CCOC(O)C(C#N)C(C)Nc1ccc2c(c1)c1ccccc1n2CC
MOL_03_000968,CC(Nc1ncc(Cl)c(Nc2cn(C)cn2)n1)c1ncc(F)cn1
MOL_03_008454,CCCCN(C)C(O)c1nc(-c2ccccc2)no1
MOL_03_002071,CC(C)CC(c1nc2ccc(C(O)O)cc2n1C)N1C(O)CN(c2ccc(OC3CCCCC3)cc2)C1O
MOL_03_009688,CCn1c(COc2ccccc2)nnc1SCC(O)CC(O)Nc1ccccc1OC
MOL_03_000142,CCCn1c(O)nnc1SCC(O)Nc1ccccc1Cl
MOL_03_004273,CN1CCN(c2ccc(-c3cccc(C(CC4CC4)C(O)NCC#N)c3)cc2)CC1
MOL_03_008312,Cc1cncc(-c2cc3c(cn2)cnn3-c2cccc(C3(F)CCCNC3)n2)n1
MOL_03_001166,COc1cc(NC(O)c2ccc(C3CCCCC3)cc2)ccc1OCC1CCCN1C
MOL_03_009247,CC1(C)CCCC2(C)C1CCC1(C)OCCC12
MOL_03_009754,CCN(CC)CCCCN1C(O)CC2(CCCc3ccccc32)C1O
MOL_03_002062,CCCNc1nnc(Cc2cc(OC)c(OC)cc2S(O)(O)N(C)C)s1
MOL_03_006046,OC(c1ccc(Cl)cc1)N1CCCOC1
MOL_03_005903,OC(O)C12C3C4(C(O)O)C1C1(C(O)O)C2C3(C(O)O)C41
MOL_03_009384,C#CCSCC(C1NCCN1Cc1ccc(Cl)nc1)N(O)O
MOL_03_007513,CCNC(O)c1ccc(C(c2cccc(C(C)O)c2)C2CC3CCC(C2)N3Cc2ccoc2)cc1
MOL_03_001401,NC(S)Nc1ccc(OCCCCCc2ccccc2)cc1
MOL_03_002958,CCc1nc(C)cn1CC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
MOL_03_000634,COc1c(CCC(C)C)c(O)c2c(O)c3c(cc2c1CCC(C)C)OC(C)CC3O
MOL_03_002672,CCN(CCO)c1ncc(C(O)Nc2ccc(OC(F)(F)Cl)cc2)cc1-c1cncnc1
MOL_03_004598,CCOc1ccc(NC(O)c2ccc(F)c(S(O)(O)NCc3ccc4c(c3)OCO4)c2)cc1
MOL_03_001417,OC(Nc1ccc(Cl)c(Cl)c1)Nc1ncc(-c2ccncc2)s1
MOL_03_004485,OC(Nc1cccnc1)c1cc(C(O)Nc2cccnc2)cc(N(O)O)c1
MOL_03_008737,CN1CCCC2(CCCc3ccccc32)C1
MOL_03_007692,CNc1cc(NS(C)(O)O)ccc1Nc1c2ccccc2nc2cc(C(O)NC)ccc12
MOL_03_007323,c1cncc(Cc2nnc(-c3ccc(N4CCC5(CCc6ccccc6O5)CC4)nn3)o2)c1
MOL_03_006145,COc1ccc(NC(O)CCc2nc(Cc3ccc(NC(C)O)cc3)no2)cc1F
MOL_03_009868,Cc1ccc2c(c1)C(CC(O)N1CCOCC1)CCO2
MOL_03_002866,OC(Nc1cncc(-c2cccs2)c1)C1CC1
MOL_03_001605,COC(O)N1CCC(c2ccc(NC(O)c3nc(-c4ccccc4)oc3C(F)(F)F)cn2)CC1
MOL_03_007140,CCC(O)NC(C)c1ccc(NC(O)C2CC2c2cccnc2)cc1
MOL_03_000125,CC(O)CCC1CCC2C(CC1C)OC(O)C2C
MOL_03_006886,COc1cc(NC2C(O)c3cc4c(cc3C(O)C2Cl)CCCC4(C)C)cc(OC)c1OC
MOL_03_009980,COc1ccccc1C(O)Nc1cccc(NC(O)Cc2ccccc2)c1
MOL_03_008467,Cc1cnc(C2CCCO2)n1CC1CCN(C(O)c2ccc(N(O)O)o2)CC1
MOL_03_001543,Cc1ccccc1NC(O)Cc1nc(COC(O)c2ncc(Cl)c(Cl)c2Cl)cs1
MOL_03_003099,CCC(C)C(NC(C)O)C(O)NC(C(C)CC)C(O)NC(C(C)O)C(O)NC(CC(C)C)CS(O)(O)F
MOL_03_005238,CCCOc1ccccc1O
MOL_03_008182,NC(O)c1cnc(NC2CCCNC2)c2nc(-c3ccc(F)cc3)cn12
MOL_03_006513,N#Cc1cccc(N2CCC(c3nccn3Cc3cscn3)CC2)n1
MOL_03_001053,CC1C(O)CC(c2ccccc2)N(C(O)Cn2ccnc2)C1c1ccccc1
MOL_03_008519,CCCCCCN1c2ccccc2N2CCCNC12
MOL_03_002435,CCCCCCCCCCCC(O)OC(Cn1ccnc1)c1ccc(Cl)cc1Cl
MOL_03_004132,Oc1ccc(C(Cc2ccccc2)c2ccc(O)cc2)cc1
MOL_03_001934,NC(NO)c1ccncc1
MOL_03_001079,CC(C)C(O)N1CCN(S(C)(O)O)CC2(CC(O)N(C)C2)C1
MOL_03_005019,Cc1ccc(Oc2ccc(N(CC(O)C(O)NO)S(C)(O)O)cc2)cc1
MOL_03_006790,CC(O)c1c(O)c(CO)c(O)c2c1OC(C)(C)CC2
MOL_03_006858,CC(C)(C)NS(O)(O)c1cc(O)c(O)c(C(O)NCc2ccc(F)cc2)c1
MOL_03_004857,OC1OC(Cc2cccc(C(F)(F)F)c2)C(O)C1c1ccc(Cl)cc1
MOL_03_001767,COc1cccc2c1C(N)c1c(O)c3c(c(O)c1C2O)CC(O)(C(O)CO)CC3OC1CC(N2CCOCC2)C(O)C(C)O1
MOL_03_005828,Nc1c2c(nc3cc(Cl)cc(Cl)c13)CCCC2
MOL_03_000046,CCOC(O)c1csc(NC(O)C2CCCCC2)n1
MOL_03_008557,CNC(O)C1(C)CCC2(CCCCC2)N1C(O)OC
MOL_03_003471,Cc1nc(NCc2ccccc2Cl)cc(-c2ccc3ncsc3c2)n1
MOL_03_002321,CC(C)c1cccc(C(C)C)c1NC(O)NCC1(c2ccc(C(O)O)cc2)CCCC1
MOL_03_006685,Cc1noc(C)c1C1CC(C)(c2cc(NC(O)c3ccc(Cl)cn3)cc(F)c2F)NC(N)S1
MOL_03_003878,CN(CC(O)Nc1cccc(F)c1)C(O)c1ccc(OCc2cn3ccccc3n2)cc1
MOL_03_007779,c1ccc(CCN2C3CCC2CC3)cc1
MOL_03_008872,OC(NCc1ccccc1)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3
MOL_03_006636,OC1NCC(c2ccc(C(F)(F)F)cc2)C12CCN(C1(c3ccc(F)cc3)CCCCC1)CC2
MOL_03_002454,CC(NC(O)OCc1ccccc1)C(O)NC(C)C(O)NN(CC(N)O)C(O)CCl
MOL_03_009439,CC(C)(C)c1ccc(S(O)(O)N2CCN(C(O)C3CCC3)CC2)cc1
MOL_03_005892,Cc1ccc(NCC2C(O)NC(O)N2c2ccccc2)cc1
MOL_03_009993,COc1ccc2c(C(O)N(CC(O)O)C(C)O)cccc2c1C(F)(F)F
MOL_03_006442,CCC(O)N1CCc2cc(S(O)(O)NC(Cc3ccccc3)C(O)Nc3ccccc3C)ccc21
MOL_03_002560,CC1(Cc2ccccc2)CC(S(O)(O)c2ccc(C(N)NO)cc2)C(c2ccc(Cl)cc2)O1
MOL_03_008514,Oc1ccc(CC2SC(O)N(Cc3cccc(N(O)O)c3)C2O)cc1N(O)O
MOL_03_005515,CCN(CC)CC(O)NC(c1ccccc1)C1CCCCC1
MOL_03_009227,N#Cc1cnn(-c2cccc(Cl)c2)c1N
MOL_03_001869,CCCCCCCCCCCCCCCCCCNC(O)Nc1ccc(OC)cc1OC
MOL_03_007079,Cc1nc(C#N)c(NNCc2c(F)cccc2Cl)o1
MOL_03_006849,CC(O)N1CCCc2cc(S(O)(O)N3CCC(C(O)NCc4ccc(N(C)C)cc4)CC3)ccc21
MOL_03_003465,OC(COC(O)c1cc(Cl)nc(Cl)c1)Nc1ccc(Cl)c(S(O)(O)N2CCOCC2)c1
MOL_03_003910,Cn1nc(-c2cccnc2)nc1CCNC(O)c1c(C(O)N2CCC2)cnn1C
MOL_03_001120,Cc1ccc(C2(C)CCC(C(C)(C)O)O2)cc1O
MOL_03_002618,OCC(O)CNC(O)c1ccncc1Nc1ccc(I)cc1F
MOL_03_005693,ONC(O)c1cnc(NCc2cccc(C(F)(F)F)c2)nc1
MOL_03_004855,CCOc1ccc(NS(O)(O)c2ccc(SC)cc2)cc1
MOL_03_001335,CCOc1ccc2ccc3nc(N)nc(O)c3c2c1
MOL_03_004203,OC(CCCCC1CCSS1)N1CCN(C2CCCCC2)CC1
MOL_03_005965,CC#Cc1cncc(-c2ccc3c(c2)C2(NC(C)C(N)N2)C2(CCC2)C3)c1
MOL_03_001910,CCCCCCCCCCCCCCc1cc(O)c(Cl)c(O)c1
MOL_03_000148,CN(C)c1ccc(CCCCC(O)C2C(O)CN(C)C2O)cc1
MOL_03_009272,Cc1cc(CC(O)NC2CCC(CCN3CCC(c4coc5ccccc45)CC3)CC2)on1
MOL_03_003451,CCn1c2ccccc2c2cc(Nc3cc(C)nc(O)n3)ccc21
MOL_03_000932,COc1ccc(CCC(O)NCCNc2c3c(nc4ccccc24)CCCC3)cc1OC
MOL_03_000619,Cc1cc(OCCCONC(N)N)cc(C(O)N(Cc2ccccn2)CC2CC2)c1
MOL_03_000166,CCCOc1cc(C)c(S(O)(O)N2CCOCC2)cc1C
MOL_03_009211,CC(O)CNc1nccc(-n2ccnc2Cc2cccc(NC(O)c3ccccc3F)c2)n1
MOL_03_004321,OCCn1nccc1C1CCN(CCOc2ccccc2Cl)CC1
MOL_03_005737,CN(Cc1cc2ccccc2n1C)C(O)CCc1cnc2c(c1)NCCC(O)N2
MOL_03_007749,N#Cc1ccc(CN2CC3(CCN(C(O)c4cnccn4)CC3)C2)cc1
MOL_03_002855,CNC(C)C(O)c1ccccc1
MOL_03_006450,CC(O)OCC1(C)CCC2C(CCC3CC(O)CCC32C)C1
MOL_03_000950,Cc1ccc2nc(NC(O)CC3CCN(c4ccc(C(C)O)cc4)CC3)oc2c1
MOL_03_006152,OC(O)CC(Cc1nc(CCCc2ccc3c(n2)NCCC3)no1)c1ccccc1
MOL_03_008509,CNC(O)N1CCc2cc(OC)c(OC)cc2C1CC(c1ccccc1)c1ccccc1
MOL_03_000865,CCC(C)CO
MOL_03_002046,CC(Oc1ccc(-n2ccnc2)cc1)C(O)Nc1ccc(-c2ccccc2)cc1
MOL_03_009656,CC(Cc1ccc(CSC(C)C)cc1)NCC(O)c1cccc(Cl)c1
MOL_03_002646,CC(C)CCn1c(CN2c3ccccc3S(O)(O)N(C3CC3)C2O)nc2cc(CN)ccc21
MOL_03_006269,OC(O)c1ccc(OCCc2c(-c3ccccc3)n(C(c3ccccc3)c3ccccc3)c3ccc(Cl)cc23)cc1
MOL_03_005495,COC(O)Cc1ccccc1Oc1c(N)cccc1Cl
MOL_03_006342,Cc1ccc(N2CCN(C(O)C3CN(C(C)C)CC3c3ccc(Cl)cc3)CC2)c(C(NC(O)CCN(C)C)C(C)C)c1
MOL_03_004667,NC1CC2OC1c1ccccc12
MOL_03_000115,CC(C)(COc1ccc(-n2ccnc2)cc1)NCC(O)COc1ccc(NS(C)(O)O)cc1
MOL_03_009575,OC(O)c1ccc(SCc2ccc(Cl)c(Cl)c2)cn1
MOL_03_006875,COc1ccccc1-c1cn(C)c(CCNC(O)c2c(C(O)N3CCC3)cnn2C)n1
MOL_03_002099,Cc1c(NC(O)NC(O)c2c(F)cccc2F)ccc([SH](O)C(F)(F)C(F)F)c1C
MOL_03_007282,COc1cccc(Nc2nc(N)c(N(O)O)c(NCc3ccccc3)n2)c1
MOL_03_007814,COc1cccc(CC(C)NCC(O)c2cc(O)cc(O)c2)c1
MOL_03_002927,Nc1nc(C(F)(F)F)cc2c1nc(O)n2CC1CCCOC1
MOL_03_004453,CC(O)c1ccc(NC(O)CCc2nc(O)c3c4c(sc3n2)CCCC4)cc1
MOL_03_007556,CN(C)C(N)c1ccc(C(O)Nc2ccc(Cl)cc2C(O)Nc2ccc(Cl)cn2)c(N2CCCCC2C(O)O)c1
MOL_03_001133,CCOc1ccc(NC(O)c2ccc(OCC3CCCO3)cc2)cc1S(O)(O)N(CC)CC
MOL_03_008837,COC(O)C(F)(F)C(Cc1ccccc1)NC(C)O
MOL_03_007624,COc1ccc(OCCn2cncn2)cc1
MOL_03_007882,OC(O)C(Cc1ccc2c(c1)OCO2)C(Cc1ccc2c(c1)OCO2)C(O)O
MOL_03_009174,CN(C)CCNC(O)c1nc(-c2ccc(Cl)cc2Cl)n(-c2ccc(Cl)cc2)n1
MOL_03_003058,COc1ccnc(Nc2ccc(Cl)c(Oc3ccccc3C)c2)n1
MOL_03_001297,CC(O)N1CCC(CCn2nc(Cc3cccc4ccccc34)c3c(N)ncnc32)CC1
MOL_03_007757,Cc1nc(Nc2ncccn2)cc(C2CCCN2C(C)C)n1
MOL_03_009592,COCC(C)C1CCC(C)C(O)(C(O)C(O)N2C3CCCC2C(O)OCC(COCc2ccccc2)COC3O)C1
MOL_03_004607,COc1nc(-c2cccs2)c2sccc2n1
MOL_03_009631,COc1ccc(NC(O)c2c(-c3ccc(C)cc3)nnc3ccccc23)cc1OC
MOL_03_006297,OC(O)C1CCCCC1C(O)Nc1ccc(S(O)(O)N2CCCc3ccccc32)cc1
MOL_03_003201,Cc1cccc(NC(O)c2ccccn2)c1C
MOL_03_008600,CC(C)CN(Cc1cc(Cl)c2c(c1)OCCCO2)C(O)C(C)CNCc1cccc2c1OCCO2
MOL_03_005906,CC(C)C1(O)CCC2(C)CC3OC3(C)CC(O)C21
MOL_03_000039,Clc1ccc(N2CC2c2ccncc2)cc1
MOL_03_008080,CCC(CC)NC(O)Cc1ccc(-c2ccccc2)cc1
MOL_03_006355,Cc1ccc(CCc2ccc(F)cc2)cc1
MOL_03_002152,Cc1cc(-c2cccc(C(O)c3cc(O)cc(F)c3)n2)ccc1O
MOL_03_006241,OCNCc1ccc(OCc2ccccc2)cc1
MOL_03_007070,OS(O)(NC1CCCC1)c1ccc(S(O)(O)NC2CCCC2)cc1
MOL_03_004504,COCCC1CN(c2ccc(Cl)c(Cl)c2)NC1O
MOL_03_009531,Cc1cc(C(O)N2CCC(Cc3ccccc3)CC2)c(C)o1
MOL_03_003048,NC(Cc1ccc(O)cc1)C(O)NC1CSSC2(CCCCC2)C(C(O)O)NC(O)C(Cc2ccccc2)NC(O)CNC1O
MOL_03_007604,CC(COCCCC(C)(C)C)C1CCC2C(CCC3CC(O)CC(O)C3C)CCCC12C
MOL_03_001765,COCCC(O)N1CCCN(Cc2nccn2C(C)C)CC1
MOL_03_001989,N#CC(c1nc2ccccc2nc1N1CCN(c2ccc(F)cc2)CC1)C(O)NC1CCCCC1
MOL_03_004122,CC(O)c1cccc(NC(S)N2CCc3ccccc32)c1
MOL_03_009291,OC(NC(Cc1ccc(OCCc2ccccc2)cc1)C(O)O)c1ccccc1
MOL_03_008876,c1cc2c(OCC3CCN(CC4CC4)CC3)nc3ccsc3n2c1
MOL_03_005717,CSCCC(C)(O)CNC(O)c1ccsc1
MOL_03_007542,CCOCC(O)N1CCC(c2ccc(NC(O)N3Cc4ccccc4C3)cc2)CC1
MOL_03_009672,OC(CCc1ccccc1)c1nnc(-c2ccccc2)o1
MOL_03_002270,OC(c1ccc(F)cc1)C1CCN(C(O)c2ccccc2OC(F)(F)F)CC1
MOL_03_008028,CSCCC(C(O)NCc1ccccc1)n1c(-c2ccc3c(c2)CCO3)nc2ccccc21
MOL_03_006307,CSCCC(NC(O)OCc1ccccc1)C(O)O
MOL_03_009193,Cn1c(CN2CCC(C)(O)C(C)(C)C2)cc2ccccc21
MOL_03_004599,CC(C)c1cc(-c2nnc(NC(O)COc3ccc(Cl)cc3)n2-c2ccc3c(ccn3C)c2)c(O)cc1O
MOL_03_000333,CCN(CC)CC1CCCCN1CC(O)N1c2ccc(C)cc2C(O)Nc2cccnc21
MOL_03_001449,CC(O)C(Cc1ccccc1)Oc1ccccc1OCCN1CCCC1
MOL_03_002029,CC(O)OCC1CCC(O)C(C2CCCCC2C)O1
MOL_03_006143,COc1ccc2oc(C(O)OCC(O)N3C(C)CCCC3C)c(C)c2c1
MOL_03_008451,OS1(O)Nc2c(ccc3c(C(F)(F)F)ccnc23)-c2cc(Cl)ccc21
MOL_03_001071,COc1cc(NNC(c2cc(OC)c(OC)c(OC)c2)c2nc(-c3ccccc3)nnc2O)cc(OC)c1OC
MOL_03_006869,CCC(O)NCC(c1cccs1)N1CCOCC1
MOL_03_008373,NC(O)CCC(NC(O)C(Cc1ccccc1)NC(O)CNC(O)CNC(O)C(N)Cc1ccccc1)C(O)NCCC(O)O
MOL_03_004680,Nc1cc(NC(O)c2ccc3ccccc3c2O)ccc1Cl
MOL_03_002480,Oc1ccc(CC(O)NCCCCNC(O)Cc2ccc(O)c(O)c2)cc1O
MOL_03_008875,COc1c(C)cc(NS(O)(O)c2ccc3c(c2)OCCO3)cc1C
MOL_03_002440,OC1CCc2ccc(OCCCCCN3CCCCC3)cc2N1
MOL_03_001556,COc1ccc(CCC(O)c2ccccc2O)cc1CN1CCOCC1
MOL_03_002462,Cn1c(O)nc2c(Oc3ccc(NC(O)Nc4cc(C(C)(C)C)nn4-c4ccccc4)cc3)ccnc21
MOL_03_002155,Cc1cc(OC(O)c2cccc(N(O)O)c2)c(C)cc1CN1CCOCC1
MOL_03_009098,Cc1nn(-c2ncccc2CO)cc1CN1CCC2(CC1)OCC(F)(F)c1cc(Cl)sc12
MOL_03_009464,Cc1ncsc1C(O)N(C)Cc1ccncc1
MOL_03_003803,Cc1ccccc1-n1c(O)nnc1-c1cc(C(O)N(C)Cc2cccc(-c3cncnc3)c2)c(O)cc1O
MOL_03_006657,COCCCNCCC(CCC(C)C)c1ccc2c(c1)OCO2
MOL_03_004591,CCc1sc(CCc2cc(OC3CCOCC3)cc(NCc3cc(Cl)cc(NC(O)OC(C)C)c3)n2)nc1C
MOL_03_004856,Cc1cc2nncnc2c(C)n1
MOL_03_000457,CC(O)c1ccc(NC(O)Cn2nc(-c3ccccc3)nc2N)cc1
MOL_03_009198,COc1cc2nc(N3CCN(C(O)c4ccco4)C(C(O)NC(C)(C)C)C3)nc(N)c2cc1OC
MOL_03_004908,COc1ccc(OCCNC(O)CN(C)Cc2nnc(C)n2C)cc1
MOL_03_004343,CCOC(O)c1sc2nc(SC)nc3c2c1NCN3c1ccccc1Cl
MOL_03_002114,Cc1nc2c(C#N)cnn2c2c1CCN2CC1CCCO1
MOL_03_008117,COCc1ccccc1NS(O)(O)c1ccc(C)c(N2CCN(C)CC2)c1
MOL_03_006022,CC12CCC3C4CCC(O)CC4CCC3C1CC1OC(c3ccc(I)cc3)OC12C(O)CF
MOL_03_000445,COc1ccc(C(C)(C)NCC(O)c2ccc(O)c(NS(C)(O)O)c2)cc1
MOL_03_002157,NS(O)(O)c1ccccc1NS(O)(O)c1cccc(-c2ccc(CO)cc2)c1
MOL_03_004459,OC(O)C1CCCCC1C(O)NCCc1ccc(Cl)cc1
MOL_03_006387,OC(c1ccc(S(O)(O)NCC2CCCO2)cc1)N1CCc2ccccc21
MOL_03_003407,CC(C)Nc1nc2c(cc1C(O)N(C)C)CCNCC2
MOL_03_009212,N#CC(C#N)C(C#N)c1ccc(CO)cc1
MOL_03_003059,Oc1c(Cl)cc(Cl)cc1C(O)Nc1c(Cl)cc(N(O)O)cc1Cl
MOL_03_002388,COc1ccc(-c2csc(N3NC(c4ccc(OC)cc4)CC3c3ccc4c(c3)OCO4)n2)cc1
MOL_03_005704,Cc1cc2c(c(C(O)NCCC(O)O)c1)Oc1c(cc(C)cc1C(O)NCCC(O)O)S2
MOL_03_005877,N#CC(C#N)Cc1ccc(F)cc1
MOL_03_001958,CCC(O)N(c1cccc(N(O)O)c1)C1CCN(CCc2ccccc2)CC1
MOL_03_000087,Oc1ccc2ccccc2c1Nc1c(O)ccc2ccccc12
MOL_03_003154,CC(C)NC(O)OCC1CN(C)C(c2ccc(Cl)c(Cl)c2)C1COC(O)NC(C)C
MOL_03_007296,COc1ccc(C(CC(O)N2CCN(Cc3nc(C(O)OC)co3)CC2)c2cccc(F)c2)cc1
MOL_03_007042,C#CCOC(O)N1CCN(N(O)NOc2ccc(N(O)O)cc2N(O)O)CC1
MOL_03_000862,Cc1c(C(C)O)c2cc(O)ccc2n1CCc1ccc(Cl)cc1
MOL_03_006944,NC(O)c1cc(Oc2ccc(NC(O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
MOL_03_002999,OS(O)(Nc1cc(Cl)ccc1Cn1cncn1)c1ccc(Cl)c(Cl)c1
MOL_03_004507,CC1(C)CCC2(C(O)OC3OCC(O)C(O)C3O)C(O)CC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1
MOL_03_000974,c1ncc(C2CCCC3CCC2N3)cn1
MOL_03_001362,CCCCCCCCCCCCN1CCCCCC1O
